lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;ve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
822952075;KDV;Nee;Kindercentrum 'Het Speelhuis';49;Ja;Ingeschreven;25-06-2012;Schoolstraat 10 ;9536TC;Ees;1681010000005409;Kindercentrum Het Speelhuis B.V.;88820874;000004065875;Besloten Vennootschap;2016-01-21;;Schoolstraat 10 ;9536TC;Ees;;Schoolstraat 10 ;9536TC;Ees;;mevrouw M. Bos;'0599-212712';info@kinderopvang-borger.nl;http://www.kinderopvang-borger.nl;1681;Borger-Odoorn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a37937dc-bbfe-4236-acc2-f66e647f1223
823006955;VGO;Nee;te Luke-Koldeweij;6;;Ingeschreven;20-05-2021;Oude Winterswijkseweg 30 ;7141DG;Groenlo;1586010000033469;Luke Koldeweij;;;;;;;;;;;;;;;'';;;1586;Oost Gelre;146575891;207294847;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9c65059e-dcbc-4ec5-91c2-a276dd637cdb
823017758;VGO;Nee;Bloemert;6;;Ingeschreven;12-09-2022;Hoefslagendreef 99 ;2614ML;Delft;0503010000063991;Bloemert;;;;;;;;;;;;;;;'';;;503;Delft;152124299;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/130202fb-f335-4c7d-9cab-fbce94f8f669
823031317;KDV;Nee;KDV De Kleurkrijtjes;50;Nee;Ingeschreven;15-12-2016;Goverwellesingel 100a ;2807DX;Gouda;0513010013092895;De Kleurkrijtjes B.V.;88990451;000054807409;Besloten Vennootschap;2016-10-04;;Goverwellesingel 100a ;2807DX;Gouda;;Goverwellesingel 100a ;2807DX;Gouda;;M. Nizami;'01826042529';info@kdvdekleurkrijtjes.nl;;513;Gouda;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c2add6b6-150f-479b-b682-32e22caf1366
823063987;BSO;Nee;Partou BSO Wildheuvel 1;75;;Ingeschreven;01-01-2005;Wildheuvel 1 ;5685CD;Best;0753010000028858;Partou B.V.;30225440;000020149425;Besloten Vennootschap;2015-12-29;;Postbus 396;4130EJ;Vianen;;Postbus 396;4130EJ;VIANEN UT;;Secretariaat;'088-2357550';info@partou.nl;http://www.partou.nl;753;Best;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4842cd6a-a384-4190-a5fe-51812e8184de
823094595;BSO;Nee;SportBSO Stalland;30;;Ingeschreven;04-03-2026;Schoolstraat 38 ;4697CL;Sint-Annaland;0716012000000116;SportBSO Zeeland B.V.;91863473;;Besloten Vennootschap;2023-11-15;;Karmel 4 ;4613BT;Bergen op Zoom;;;;;;Max Geers;'0621117148';stalland@sportbsonl.nl;;716;Tholen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/fe3886cd-0435-4594-9834-9b2870979668
823111167;BSO;Nee;LoGé in Huis;4;;Ingeschreven;19-09-2012;Willaerlaan 1a ;3925HL;Scherpenzeel;0279010000002415;LoGé in Huis B.V.;84719230;000001483374;Besloten Vennootschap;2015-01-01;;Vijverlaan 2D ;3925EN;Scherpenzeel;;Vijverlaan 2D ;3925EN;Scherpenzeel;;C. Maarsseveen;'06 48472711';info@logeinhuis.nl;http://www.logeinhuis.nl;279;Scherpenzeel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1fa9fa17-5301-461e-bb62-f226ca62add1
823240113;KDV;Nee;SKSG Duimelot;16;Ja;Ingeschreven;01-01-2017;Bloemersmastraat 1 ;9822AA;Niekerk;0015010001000385;Stichting Kinderopvang Stad Groningen;41012651;;Stichting;2016-01-06;;Hereweg 101 ;9721AA;Groningen;;;;;;SKSG Klantadvies;'050 3171390';secretariaat@sksg.nl;https://www.sksg.nl;1969;Westerkwartier;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9aa2a6ca-f739-4990-bf0e-d9ac501ae9fb
823248987;VGO;Nee;Hooijdonk;5;;Ingeschreven;15-09-2025;Sterkenburg 59 ;4901WC;Oosterhout;0826010000021124;Hooijdonk;;;;;;;;;;;;;;;'';;;826;Oosterhout;122338479;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5cb4c45e-a57c-4f83-9ed8-46ab558fd7d0
823336475;VGO;Nee;Calister;6;;Ingeschreven;18-10-2010;Sluiskreek 66 ;3079CN;Rotterdam;0599010000031194;Calister;;;;;;;;;;;;;;;'';;;599;Rotterdam;117383521;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9239cec2-805f-48dc-9e7b-2c04bce69945
823620074;VGO;Nee;Haddi;6;;Ingeschreven;04-11-2020;Rosa Manusstraat 47 ;5612RA;Eindhoven;0772010000710863;Haddi;;;;;;;;;;;;;;;'';;;772;Eindhoven;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/779fda5b-6d00-467d-9486-de4aa785ec90
823672906;KDV;Nee;Het Hazendonkje Schelluinen;48;Nee;Ingeschreven;04-02-2016;Landscheiding 6 ;4209DH;Schelluinen;0689010000007080;Schakel Kinderopvang;64404390;000033231559;CV;2016-06-09;;Landscheiding 6 ;4209DH;Schelluinen;;Landscheiding 6 ;4209DH;Schelluinen;;Jeroen Schakel;'06-11425786';schelluinen@hethazendonkje.nl;http://www.hethazendonkje.nl;1978;Molenlanden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c72e77b6-e918-4b24-a31c-08909c1c2ed7
823783145;GOB;Nee;ViaViela Gouda;;;Ingeschreven;01-01-2010;Fokkerstraat 22b ;2811ER;Reeuwijk;1901010000133594;ViaViela Gouda B.V.;90520203;000024386104;Besloten Vennootschap;2023-06-19;;Fokkerstraat 22b ;2811ER;Reeuwijk;;Fokkerstraat 22b ;2811ER;Reeuwijk;;Mw. M. Vis;'0182392905';gouda@viaviela.nl;http://www.viaviela.nl;1901;Bodegraven-Reeuwijk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/44227639-9dda-45b4-ac38-618cbd1710d1
823783649;VGO;Nee;Nijboer Raveling;6;;Ingeschreven;13-06-2017;Havenstraat 25 ;9591AJ;Onstwedde;0037010000378065;Nijboer Raveling;;;;;;;;;;;;;;J Goudriaan;'0634034247';info@shared-care.nl;;37;Stadskanaal;214980261;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e696c6ef-bcb7-4a02-9865-09f0f8f80ad0
823857414;BSO;Nee;Kekt;53;;Ingeschreven;01-01-2005;Buys Ballotsingel 108A ;3112JH;Schiedam;0606010000006096;Komkids Kinderopvang B.V.;24371600;000032546122;Besloten Vennootschap;2016-01-19;;Gerrit Verboonstraat 15 ;3111AA;Schiedam;;Buys Ballotsingel 108A ;3112JH;Schiedam;;mevr. A. Kok;'0104493200';info@komkids.nl;http://www.komkids.nl;606;Schiedam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a80e89c8-0c8f-4dfd-b568-8a7b8dad418a
823988910;VGO;Nee;Ipskamp Koenders;6;;Ingeschreven;09-01-2024;Hooibeek 17 ;7582BP;Losser;0168010000226893;Ipskamp Koenders;;;;;;;;;;;;;;;'';;;168;Losser;190734243;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d52a4fe8-6ad4-4c92-b853-819c3cc35082
824071001;BSO;Nee;Tante Pollewop;50;;Ingeschreven;01-01-2010;Kloosterpad 16 ;6086AK;Neer;1640010000017220;Sint Fiet;12053869;000000000000;Eenmanszaak;2016-04-21;;;;;;Kloosterpad 16 ;6086AK;Neer;;;'0475-595963';;;1640;Leudal;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/dd7c2a2c-1e77-47f8-959e-e2927efd02e3
824114383;VGO;Nee;Rong;5;;Ingeschreven;09-02-2026;Elzenhof 1c ;6911CA;Pannerden;0196010000351768;Rong;;;;;;;;;;;;;;;'';;;299;Zevenaar;139829441;163832341;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d3c7dbe0-bffc-4b75-8110-c8f1c07cbd9a
824361945;KDV;Nee;PC De Rakkertjes;16;Ja;Ingeschreven;26-10-2020;Kruisakkers 3 ;6662DV;Elst;1734010000027842;Skar B.V.;09151688;000025803905;Besloten Vennootschap;2016-01-25;;Postbus 473;5600AL;Eindhoven;;;;;;Klantcontact;'026-4457157';Klantcontact@skar.bv;http://www.skar.nl;1734;Overbetuwe;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5958df72-32c6-4516-98ee-f6e531bc08ce
824370557;BSO;Nee;BSO Dorst Op Stoom;10;;Ingeschreven;01-03-2004;Cypressenstraat 11 ;4849AN;Dorst;0826010000003759;Dorst op Stoom B.V.;20105031;000018919774;Besloten Vennootschap;2016-03-01;;Rutherfordstraat 4 ;2014KA;Haarlem;;;;;;secretariaat;'0235442737';secretariaat@opstoom.nl;http://www.opstoom.nl;826;Oosterhout;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ca5dea68-3765-47d2-a0de-5f8697ee5538
824405754;VGO;Nee;Kroeze;6;;Ingeschreven;17-09-2019;Venus 17 ;9602LP;Hoogezand;0018010000013924;Kroeze;;;;;;;;;;;;;;K.G. Blokzijl;'';info@gobgl.nl;;1952;Midden-Groningen;135032337;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2d5cfdbc-e4a0-4b4e-aaf4-cf8477ac2f8f
824463444;VGO;Nee;Beers;6;;Ingeschreven;26-02-2013;Keijenburg 9 ;4702CE;Roosendaal;1674010000020833;Beers;;;;;;;;;;;;;;;'';;;1674;Roosendaal;561668085;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9ba7be80-b3e8-495f-ad12-3bac7b9d6ac0
824465398;VGO;Nee;Wildt Bouwman;6;;Ingeschreven;17-04-2026;Hyacintstraat 22 ;7041DH;'s-Heerenberg;1955010000035624;Wildt Bouwman;;;;;;;;;;;;;;;'';;;1955;Montferland;114912348;163832341;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1861be1b-2eee-404c-a05f-cccc0d7f6e7e
824473772;BSO;Nee;IKC Vlinderslag;70;;Ingeschreven;15-03-2012;Evertsenstraat 39 ;3814SG;Amersfoort;0307010000496510;Stichting Ska Kinderopvang;41189982;000025423231;Stichting;2015-12-15;;Amsterdamseweg 41 ;3812RP;Amersfoort;;;;;;SKA;'033-4701303';info@ska.nl;http://www.ska.nl;307;Amersfoort;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5a17b827-0e6e-47d1-b69a-81d5bb742052
824543920;VGO;Nee;Smelt-Wargerink;6;;Ingeschreven;23-11-2010;Arendsweg 60 ;7544RM;Enschede;0153010000373577;Smelt Wargerink;;;;;;;;;;;;;;;'';;;153;Enschede;190734243;307867560;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0f2620b5-2048-4266-ad0a-8f3d58f1a927
824545692;VGO;Nee;Linden van der, L.M.;6;;Ingeschreven;06-08-2014;Geert Grotestraat 11 ;7721WE;Dalfsen;0148010000004609;Linden;;;;;;;;;;;;;;;'';;;148;Dalfsen;139317521;160012351;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c6a3f8bb-6a7d-4a11-a15a-e7b1119f2f74
824569283;BSO;Nee;BSO Okidoki Leeuwerik 78;32;;Ingeschreven;01-02-2017;Leeuwerik 78 ;2295PX;Kwintsheul;1783010000036194;Okidoki B.V.;27308247;000026737183;BV;2015-12-21;;Langestraat 132 ;2691BK;'s-Gravenzande;;;;;;A.G. Feije ;'0174441510';afeije@okidoki-kdv.nl;https://okidoki-kdv.nl/;1783;Westland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/73b50c47-648d-4190-ab9d-0dd1d673af7c
824607995;VGO;Nee;Godijn-van Beelen;6;;Ingeschreven;13-07-2010;Rozemarijnhof 11 ;2215VL;Voorhout;1525010000006822;Godijn van Beelen;;;;;;;;;;;;;;;'';;;1525;Teylingen;133515187;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3f3c096a-e4e9-42fb-98fc-e7ae5797cac3
824663329;VGO;Nee;Verhoeckx;6;;Ingeschreven;05-01-2026;Opvang bij de vraagouder;;;;Verhoeckx;;;;;;;;;;;;;;;'';;;1942;Gooise Meren;123729920;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/13690595-f339-4dc5-9836-a964cdb4b591
824776422;VGO;Nee;Ruessink;6;;Ingeschreven;06-10-2022;Duifkruid 29 ;8255KK;Swifterbant;0303010000619692;Ruessink;;;;;;;;;;;;;;;'';;;303;Dronten;208466496;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7a3dac42-b364-4a27-8b83-cdcc236e632c
825026489;KDV;Nee;Bremerpoort;26;Nee;Ingeschreven;13-05-2013;Bernardusstraat 15 ;5113TG;Ulicoten;0744010000004204;Kober B.V.;20125402;000027033252;Besloten Vennootschap;2016-01-10;;Postbus 7482;4800GL;Breda;;;;;;Wendy Berendsen;'06-17981969';wberendsen@kober.nl;http://www.kober.nl;744;Baarle-Nassau;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a49cbf52-c3f5-4529-a5a1-67c9c4c9eead
825040590;VGO;Nee;Knol;6;;Ingeschreven;22-07-2021;Zevenhuizen 10 ;8051VP;Hattem;0244010000005442;Knol;;;;;;;;;;;;;;;'';;;244;Hattem;210176155;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9385a20c-c956-4fa1-9666-31a86a0e7ce0
825070624;BSO;Nee;BSO Sprankel!;52;;Ingeschreven;01-03-2022;Posthoornweg 3 ;8152AZ;Lemelerveld;0148010000000869;Stichting Kinderopvang Catent;75361167;;Stichting;2016-05-02;;Postbus 290;8000AG;Zwolle;;Postbus 6;8150AA;Lemelerveld;;mevrouw M. Reimert;'0572 37 20 10';directie.sprankel@catent.nl;http://www.sprankel-lemelerveld.nl;148;Dalfsen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e48d3596-0bb3-4b91-94e0-2b0fc2e7d180
825078118;BSO;Nee;Buitenschoolse opvang BSO & Ko;58;;Ingeschreven;31-07-2014;Spoel 151G ;7881BN;Emmer-Compascuum;0114010000394070;Kinderopvang Uk & Puk B.V.;89770323;000007248253;Besloten Vennootschap;2023-06-21;;Emmalaan 19 ;7822JA;Emmen;;Emmalaan 19 ;7822JA;Emmen;;E.H.A. Potze;'0639448905';evi@kinderopvangukenpuk.nl;http://www.kinderopvangukenpuk.nl;114;Emmen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/20afb9db-7f9f-4405-830e-5b7af5c313ce
825193357;BSO;Nee;Ruitersport BSO De Vrijbuiters;20;;Ingeschreven;28-02-2011;Oude Zutphenseweg 3A ;7382SB;Klarenbeek;0285010000100518;Manege Voorst B.V.;08182688;;BV;2016-02-23;;Oude Zutphenseweg 3a ;7382SB;Klarenbeek;;Oude Zutphenseweg 3a ;7382SB;Klarenbeek;;P.D. Harmsen;'055-3011352';info@manege-voorst.nl;http://www.manege-voorst.nl;285;Voorst;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/709600ea-c786-40aa-a8ef-2658b1571878
825382300;VGO;Nee;C.X.A. Latuperissa;6;;Ingeschreven;20-02-2024;Van Oldenbarneveltstraat 54 ;7331RP;Apeldoorn;0200010000209646;Latuperissa;;;;;;;;;;;;;;;'';;;200;Apeldoorn;132522895;175853319;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/dc49568b-7f56-499f-814c-9251fce8e892
825393127;BSO;Nee;BSO De Strandlopers;16;;Ingeschreven;14-10-2025;Brink 29 ;1796AH;De Koog;0448010000001046;Kinderopvang Texel B.V.;63633566;;Besloten Vennootschap;2016-06-01;;Keesomlaan 13 ;1791DA;Den Burg;;;;;;Marleen Keijser;'0222365400';info@kinderopvangtexel.nl;https://www.kinderopvangtexel.nl;448;Texel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e34a91ab-dcdb-4a40-acb5-99384a510455
825492105;VGO;Nee;Staal;6;;Ingeschreven;31-05-2021;Espad 13 ;7421AB;Deventer;0150010000033605;Poll-Staal;;;;;;;;;;;;;;;'';;;150;Deventer;132522895;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0973ffcb-7cdb-45b4-b36f-d397ed8d418d
825567312;BSO;Nee;Schalkhaar Nicolaasschool;88;;Ingeschreven;01-01-2010;Pastoorsdijk 9 ;7433DK;Schalkhaar;0150010000032891;KOSMO Salland B.V.;93076274;000062514709;Besloten Vennootschap;2024-09-02;;Twentepoort West 5 ;7609RD;Almelo;;;;;;Afdeling facilitair;'088-2347321';facilitair@kosmo.nl;http://www.kosmo.nl;150;Deventer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/22148950-2c29-49c5-ab6b-f2f461067846
825632171;KDV;Nee;KDV De Kunstenaars;10;Nee;Ingeschreven;05-08-2020;Ermelopad 3 ;1324HX;Almere;0034010000051791;Saffana's Kindercentrum B.V.;71094164;000045242313;Besloten Vennootschap;2016-03-10;;Ermelopad 2 ;1324HX;Almere;;;;;;Rachid Douhri;'+31 0367502737';info@saffanas.nl;http://www.saffanas.nl;34;Almere;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e5af6d8c-e1d6-4e22-9d23-23da86ee8c94
825702707;BSO;Nee;Stichting BSO Pallas Athene;80;;Ingeschreven;01-08-2012;Heinsiuslaan 1 ;3818JE;Amersfoort;0307010000401628;Stichting BSO Pallas Athene;54804949;;Stichting;2016-01-28;;Van Randwijcklaan 105L ;3814AG;Amersfoort;;Heinsiuslaan 1 ;3818JE;Amersfoort;;mevrouw L.H.W.J. Joosten;'06-12022276';directie@bsopallasathene.nl;;307;Amersfoort;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/85c2c047-5671-445b-ae8d-396c7fb415e8
825732256;VGO;Nee;Reijenga - Wijde;6;;Ingeschreven;24-07-2017;Maaspoort 22 ;2152HP;Nieuw-Vennep;0394010000287664;Reijenga - Wijde;;;;;;;;;;;;;;;'';;;394;Haarlemmermeer;225800378;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/23ca3391-d370-4ccb-993c-7305c7d8f11b
825750933;VGO;Nee;S. Vasterink;6;;Ingeschreven;29-08-2016;Schoolbeekweg 38 ;7554SV;Hengelo;0164010000016445;Vasterink;;;;;;;;;;;;;;;'';;;164;Hengelo (O);411409748;464044911;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e557d1ea-171d-4002-a1ad-b1b12f98bf46
825807426;KDV;Nee;Okidoki Boelhouwerstraat;24;Nee;Ingeschreven;01-01-2010;Boelhouwerstraat 1 ;2691LR;'s-Gravenzande;1783010000013566;Okidoki B.V.;27308247;;BV;2015-12-21;;Langestraat 132 ;2691BK;'s-Gravenzande;;Langestraat 132 ;2691BK;'s-Gravenzande;;E. A. van Hartevelt;'0174-441510';ehartevelt@okidoki-kdv.nl;http://www.okidoki-kdv.nl;1783;Westland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f0efe470-df64-405f-a9d3-b164776f47d7
825856413;VGO;Nee;Huibers;6;;Ingeschreven;20-05-2026;Oranjelaan 1d ;6669AH;Dodewaard;1740010000021669;Huibers;;;;;;;;;;;;;;;'';;;1740;Neder-Betuwe;955688899;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e06326ff-fb55-42e5-8017-6f5534bc2c59
825956298;BSO;Nee;Jungletuin;30;;Ingeschreven;01-01-2005;Stoutenburgstraat 26 ;4834LP;Breda;0758010000094527;Kober B.V.;20125402;000025655108;Besloten Vennootschap;2016-01-10;;Postbus 7482;4800GL;Breda;;;;;;Mw. Ilse Bergmans;'06-11641491';ibergmans@kober.nl;http://www.kober.nl;758;Breda;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/29dcd250-1e06-4cb4-abfc-13613f08302f
826010404;VGO;Nee;Veth;6;;Ingeschreven;11-10-2016;Polderdreef 9 ;5757RD;Liessel;0762010000007658;Veth;;;;;;;;;;;;;;;'';;;762;Deurne;681840596;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ea722825-1b76-4503-a372-ba23c87be8b7
826132005;KDV;Nee;Woelewippie B.V.;80;Nee;Ingeschreven;01-01-2005;Polderstraat 4 ;4815AH;Breda;0758010000049991;Woelewippie B.V.;50030027;000000260991;Besloten Vennootschap;2016-01-18;;Polderstraat 4 ;4815AH;Breda;;Polderstraat 4 ;4815AH;Breda;;Mevrouw Sharon van der Beek;'076-5717443';info@woelewippie.nl;http://www.woelewippie.nl;758;Breda;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/139eb16b-d322-44ef-b6f1-b97c2d352042
826161881;VGO;Nee;van der Heide-Wiersma;6;;Ingeschreven;29-03-2012;Inialoane 3 ;9263RB;Garyp;0737010000004638;van der Heide-Wiersma;;;;;;;;;;;;;;;'';;;737;Tytsjerksteradiel;321609657;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/388a6fa7-13b7-4a23-a6e4-5fc6f2b313ae
826459626;KDV;Nee;de Pluizebol;16;Ja;Ingeschreven;01-04-2014;Eykmanlaan 39A ;2105RA;Heemstede;0397010000009696;Casca Kinderopvang B.V.;52887952;000022787291;BV;2015-12-23;;Herenweg 96 ;2101MP;Heemstede;;;;;;S. Roomer;'023- 5483832';sroomer@casca.nl;;397;Heemstede;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ec07a5a3-f367-4cd0-abaa-2d1eb18aaaae
826492496;GOB;Nee;Kinderoase;;;Ingeschreven;01-01-2010;Papland 9 1d;4206CK;Gorinchem;0512010000106311;Gastouderbureau Kinderoase B.V.;23089272;000023089272;BeslotenVennootschap;2015-12-24;;Papland 9 1d;4206CK;Gorinchem;;Papland 9 1d;4206CK;Gorinchem;;Mevrouw M. Slagboom;'0183-610200';info@kinderoase.nl;http://www.kinderoase.nl;512;Gorinchem;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d75f80f4-1ebf-4f4b-9dc1-88b38de491c0
826543121;KDV;Nee;KDV de Ferbining;16;Nee;Ingeschreven;06-07-2026;Lyklamawei 25 ;8566JH;Nijemirdum;0653010000161940;Nije Gaast Kinderopvang B.V.;95262458;;Besloten Vennootschap;2024-11-01;;Eigen Haard 37 ;8561EX;Balk;;;;;;Saskia Wagener;'0514602843';kinderopvang@nijegaast.nl;https://www.nijegaast.nl;1940;De Fryske Marren;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/bb3a55ea-6d6a-4b01-8229-779365feaba8
826625393;VGO;Nee;Lok Kranenburg;6;;Ingeschreven;11-07-2018;Duifkruid 76 ;4007SZ;Tiel;0281010000035820;Lok Kranenburg;;;;;;;;;;;;;;;'';;;281;Tiel;193464858;221793513;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b5efbea4-823f-4506-a908-7092192aa25a
826697410;VGO;Nee;Ruiter;5;;Ingeschreven;15-01-2026;Opvang bij de vraagouder;;;;Ruiter;;;;;;;;;;;;;;;'';;;267;Nijkerk;504137396;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ea378192-2a43-45e6-87da-771d5b6cbf12
826702193;VGO;Nee;Tactor;6;;Ingeschreven;03-11-2025;Bunschotensestraat 68 ;2574KJ;'s-Gravenhage;0518010000592446;Tactor;;;;;;;;;;;;;;;'';;;518;'s-Gravenhage;468506913;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3343650c-ee9a-4121-82ca-169e7821a1e9
826752548;VGO;Nee;Monfrance-Hollermann;2;;Ingeschreven;25-11-2015;Opvang bij de vraagouder;;;;Monfrance Hollermann;;;;;;;;;;;;;;;'';;;888;Beek;205787113;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ef351618-07cf-4288-ac56-d9072f9e433e
826803398;BSO;Nee;'t Kraaiennest;44;;Ingeschreven;06-06-2011;Havixhorst 252 ;2402MZ;Alphen aan den Rijn;0484010002031528;Stichting Junis Kinderopvang;41166169;000024898015;Stichting;2016-02-01;;Postbus 499;2400AL;Alphen aan den Rijn;;;;;;-;'0172 424824';info@junis.nl;http://www.junis.nl;484;Alphen aan den Rijn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/633d4f05-49d7-4269-9dda-ea26a1a7eb59
826928079;BSO;Nee;BSO De Zaaier;29;;Ingeschreven;01-09-2025;Zandspeur 11 ;7711HE;Nieuwleusen;0148010000011097;Stichting Kinderopvang Catent;75361167;;Stichting;2016-05-02;;Postbus 290;8000AG;Zwolle;;Postbus 290;8000AG;Zwolle;;mevrouw J. Boers;'0529 48 25 75';directie.zaaier@catent.nl;http://www.dezaaier-nieuwleusen.nl;148;Dalfsen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b900a899-5e30-4156-a8cd-6688b026855a
826959209;VGO;Nee;Groot;6;;Ingeschreven;22-06-2020;Opvang bij de vraagouder;;;;Groot;;;;;;;;;;;;;;;'';;;310;De Bilt;307867560;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f1a1fa06-ae54-4a55-a0c4-e3c8fca10b5b
